-----------------------------generation: 0---------------------------------
the number of towers: 70
------------------------------------------------------------------------------
x of tower		y of tower		BW of tower
12.461855983437415	5.7470505567787376	716
10.829682604436096	15.55550916097424	9671
0.4850946334079863	12.356577211755802	8735
11.87800523149441	6.4240360440053585	8239
8.895818317269415	4.404850681502429	2773
6.549197919990427	6.856886068325801	8348
10.705134101265678	11.545087929124469	8082
8.681134835560435	18.11802750822342	2050
6.123508174831418	3.167740603200507	447
1.1851493653122436	10.18781337975862	7108
0.2449185395031952	15.157286933398654	3074
10.52566350775702	13.355396343482706	2218
15.016848983817383	12.57138562778562	6769
3.006445525294242	15.231922770574238	7238
3.0176324340352068	17.62729345161946	2484
15.28874068285701	3.4189951519307042	1486
3.650071413187101	4.329115985886156	7064
1.692324118477126	2.238516099962278	8179
13.111725335864454	7.794611632785548	6553
1.8164508915726936	5.2004318225751005	9128
3.0119996610162714	3.8707268933714913	1605
17.688539374257136	1.6416282745045678	7869
0.21212058645449927	15.413988660429165	8838
8.61100633171241	6.20798725023196	7824
14.353031578912631	14.63135872985931	2910
18.478428535958205	18.878623391440875	1823
4.445558429574703	10.621991854192702	4394
1.1296427771372266	8.667020051657447	7495
18.94248133332551	0.005318776837307859	8140
6.438829092002872	16.467422386831547	8081
10.358979649870161	13.548209532083513	4537
18.899916622906908	13.724914835760925	3517
5.754200914037131	12.23688176056749	2156
14.60859461491918	8.075026332527651	9014
12.669839922129825	14.720906218309372	2857
11.498531731518213	13.390596455011389	4743
17.82357622977623	11.01744214455448	3421
18.35568317109564	18.870302404322743	779
18.751374842840956	1.1917531356268323	7745
9.5389345874401	13.888210175642005	6694
15.290533585655597	2.5027394132110268	5509
2.235571963288166	8.681779407210364	5851
8.53597637775485	13.154352943390375	9363
16.893797401225655	18.407233249796597	6893
13.1759146955643	10.693048035964607	7203
2.8206557930415226	14.250413763297274	1646
3.5195930889473193	1.5361231159183655	5906
5.9568976757726455	7.624487898845428	1465
12.85584960847547	10.348220573736999	8428
18.342018468869288	10.97374756995704	1163
15.627543777055541	15.856958648757702	8400
16.565919841132093	15.823050455207802	5062
1.413576958698617	10.358846036829387	9182
9.986983529394836	3.279362658708929	4132
9.649814784164807	9.661712041761005	8106
18.480024014622803	10.124637874281627	442
13.805197293641553	12.182055895227398	1371
2.431593495296185	11.427661794032307	3279
16.493749427766843	12.4102971603597	3208
12.473789188650642	15.198669357344205	6235
11.036576727833065	11.26252494943613	8668
5.595975607874712	10.967896594051288	2858
9.145769985128114	9.004544686602824	6305
17.492400700224962	4.45246075013514	2322
10.853702751009022	11.59566756460237	3040
6.371905293728938	11.317429110695766	9474
10.919580463921779	4.786391241002033	9390
14.910691009460264	10.698406141995642	3426
9.968516382738635	3.7213537793593785	8046
2.8722720295248134	11.630959905751793	1577
------------------------------------------------------------------------------
x of block	y of block	x of assigned tower		y of assigned tower
3		11		11.498531731518213	13.390596455011389
3		12		6.371905293728938	11.317429110695766
3		13		10.705134101265678	11.545087929124469
3		14		16.893797401225655	18.407233249796597
3		15		10.829682604436096	15.55550916097424
3		16		6.438829092002872	16.467422386831547
3		17		5.754200914037131	12.23688176056749
3		18		3.0176324340352068	17.62729345161946
3		19		18.480024014622803	10.124637874281627
4		0		6.371905293728938	11.317429110695766
4		1		17.82357622977623	11.01744214455448
4		2		18.478428535958205	18.878623391440875
4		3		15.290533585655597	2.5027394132110268
4		4		13.111725335864454	7.794611632785548
4		5		12.85584960847547	10.348220573736999
4		6		18.35568317109564	18.870302404322743
4		7		16.493749427766843	12.4102971603597
4		8		6.438829092002872	16.467422386831547
4		9		1.1296427771372266	8.667020051657447
4		10		6.371905293728938	11.317429110695766
4		11		18.751374842840956	1.1917531356268323
4		12		0.2449185395031952	15.157286933398654
4		13		15.627543777055541	15.856958648757702
4		14		12.85584960847547	10.348220573736999
4		15		2.8206557930415226	14.250413763297274
4		16		18.94248133332551	0.005318776837307859
4		17		15.627543777055541	15.856958648757702
4		18		2.8722720295248134	11.630959905751793
4		19		5.595975607874712	10.967896594051288
5		0		3.0176324340352068	17.62729345161946
5		1		3.0176324340352068	17.62729345161946
5		2		14.60859461491918	8.075026332527651
5		3		5.9568976757726455	7.624487898845428
5		4		6.549197919990427	6.856886068325801
5		5		8.681134835560435	18.11802750822342
5		6		6.438829092002872	16.467422386831547
5		7		12.85584960847547	10.348220573736999
5		8		3.0176324340352068	17.62729345161946
5		9		18.751374842840956	1.1917531356268323
5		10		14.60859461491918	8.075026332527651
5		11		1.692324118477126	2.238516099962278
5		12		13.805197293641553	12.182055895227398
5		13		0.4850946334079863	12.356577211755802
5		14		8.53597637775485	13.154352943390375
5		15		11.036576727833065	11.26252494943613
5		16		1.413576958698617	10.358846036829387
5		17		0.21212058645449927	15.413988660429165
5		18		8.53597637775485	13.154352943390375
5		19		0.4850946334079863	12.356577211755802
6		0		15.290533585655597	2.5027394132110268
6		1		16.893797401225655	18.407233249796597
6		2		17.492400700224962	4.45246075013514
6		3		6.371905293728938	11.317429110695766
6		4		18.35568317109564	18.870302404322743
6		5		3.0176324340352068	17.62729345161946
6		6		6.371905293728938	11.317429110695766
6		7		10.829682604436096	15.55550916097424
6		8		10.705134101265678	11.545087929124469
6		9		18.478428535958205	18.878623391440875
6		10		3.0176324340352068	17.62729345161946
6		11		5.754200914037131	12.23688176056749
6		12		8.53597637775485	13.154352943390375
6		13		8.895818317269415	4.404850681502429
6		14		16.565919841132093	15.823050455207802
6		15		1.1296427771372266	8.667020051657447
6		16		9.968516382738635	3.7213537793593785
6		17		9.5389345874401	13.888210175642005
6		18		2.431593495296185	11.427661794032307
6		19		10.829682604436096	15.55550916097424
7		0		3.0176324340352068	17.62729345161946
7		1		17.492400700224962	4.45246075013514
7		2		17.688539374257136	1.6416282745045678
7		3		8.895818317269415	4.404850681502429
7		4		9.968516382738635	3.7213537793593785
7		5		1.413576958698617	10.358846036829387
7		6		13.805197293641553	12.182055895227398
7		7		3.006445525294242	15.231922770574238
7		8		1.692324118477126	2.238516099962278
7		9		16.893797401225655	18.407233249796597
7		10		15.290533585655597	2.5027394132110268
7		11		1.8164508915726936	5.2004318225751005
7		12		10.919580463921779	4.786391241002033
7		13		3.006445525294242	15.231922770574238
7		14		15.290533585655597	2.5027394132110268
7		15		6.438829092002872	16.467422386831547
7		16		18.480024014622803	10.124637874281627
7		17		11.036576727833065	11.26252494943613
7		18		8.61100633171241	6.20798725023196
7		19		0.4850946334079863	12.356577211755802
8		0		18.899916622906908	13.724914835760925
8		1		8.681134835560435	18.11802750822342
8		2		14.353031578912631	14.63135872985931
8		3		16.893797401225655	18.407233249796597
8		4		10.919580463921779	4.786391241002033
8		5		9.986983529394836	3.279362658708929
8		6		9.145769985128114	9.004544686602824
8		7		6.549197919990427	6.856886068325801
8		8		13.1759146955643	10.693048035964607
8		9		9.145769985128114	9.004544686602824
8		10		1.413576958698617	10.358846036829387
8		11		10.52566350775702	13.355396343482706
8		12		2.235571963288166	8.681779407210364
8		13		0.21212058645449927	15.413988660429165
8		14		6.438829092002872	16.467422386831547
8		15		18.478428535958205	18.878623391440875
8		16		10.829682604436096	15.55550916097424
8		17		11.036576727833065	11.26252494943613
8		18		10.829682604436096	15.55550916097424
8		19		3.0119996610162714	3.8707268933714913
9		0		8.681134835560435	18.11802750822342
9		1		1.692324118477126	2.238516099962278
9		2		18.751374842840956	1.1917531356268323
9		3		0.2449185395031952	15.157286933398654
9		4		3.006445525294242	15.231922770574238
9		5		11.036576727833065	11.26252494943613
9		6		9.968516382738635	3.7213537793593785
9		7		10.52566350775702	13.355396343482706
9		8		9.649814784164807	9.661712041761005
9		9		9.5389345874401	13.888210175642005
9		10		9.649814784164807	9.661712041761005
9		11		10.358979649870161	13.548209532083513
9		12		6.123508174831418	3.167740603200507
9		13		8.895818317269415	4.404850681502429
9		14		12.669839922129825	14.720906218309372
9		15		10.705134101265678	11.545087929124469
9		16		12.461855983437415	5.7470505567787376
9		17		8.681134835560435	18.11802750822342
9		18		13.111725335864454	7.794611632785548
9		19		8.681134835560435	18.11802750822342
10		0		18.751374842840956	1.1917531356268323
10		1		13.111725335864454	7.794611632785548
10		2		13.1759146955643	10.693048035964607
10		3		12.461855983437415	5.7470505567787376
10		4		1.1296427771372266	8.667020051657447
10		5		6.438829092002872	16.467422386831547
10		6		18.35568317109564	18.870302404322743
10		7		3.5195930889473193	1.5361231159183655
10		8		0.4850946334079863	12.356577211755802
10		9		17.82357622977623	11.01744214455448
10		10		9.986983529394836	3.279362658708929
10		11		18.751374842840956	1.1917531356268323
10		12		10.919580463921779	4.786391241002033
10		13		10.358979649870161	13.548209532083513
10		14		3.5195930889473193	1.5361231159183655
10		15		10.829682604436096	15.55550916097424
10		16		6.371905293728938	11.317429110695766
10		17		3.5195930889473193	1.5361231159183655
10		18		10.829682604436096	15.55550916097424
10		19		3.0119996610162714	3.8707268933714913
11		0		3.006445525294242	15.231922770574238
11		1		9.968516382738635	3.7213537793593785
11		2		9.5389345874401	13.888210175642005
11		3		6.123508174831418	3.167740603200507
11		4		9.649814784164807	9.661712041761005
11		5		10.919580463921779	4.786391241002033
11		6		14.353031578912631	14.63135872985931
11		7		5.595975607874712	10.967896594051288
11		8		8.61100633171241	6.20798725023196
11		9		18.480024014622803	10.124637874281627
11		10		14.353031578912631	14.63135872985931
11		11		3.0119996610162714	3.8707268933714913
11		12		1.1296427771372266	8.667020051657447
11		13		14.60859461491918	8.075026332527651
11		14		2.431593495296185	11.427661794032307
11		15		15.016848983817383	12.57138562778562
11		16		9.145769985128114	9.004544686602824
11		17		3.0119996610162714	3.8707268933714913
11		18		10.919580463921779	4.786391241002033
11		19		16.893797401225655	18.407233249796597
12		0		11.87800523149441	6.4240360440053585
12		1		6.371905293728938	11.317429110695766
12		2		15.627543777055541	15.856958648757702
12		3		9.145769985128114	9.004544686602824
12		4		18.480024014622803	10.124637874281627
12		5		17.82357622977623	11.01744214455448
12		6		12.85584960847547	10.348220573736999
12		7		16.493749427766843	12.4102971603597
12		8		2.8722720295248134	11.630959905751793
12		9		6.438829092002872	16.467422386831547
12		10		16.893797401225655	18.407233249796597
12		11		1.692324118477126	2.238516099962278
12		12		4.445558429574703	10.621991854192702
12		13		5.754200914037131	12.23688176056749
12		14		1.8164508915726936	5.2004318225751005
12		15		6.438829092002872	16.467422386831547
12		16		2.235571963288166	8.681779407210364
12		17		1.1296427771372266	8.667020051657447
12		18		5.9568976757726455	7.624487898845428
12		19		18.478428535958205	18.878623391440875
13		0		13.805197293641553	12.182055895227398
13		1		6.438829092002872	16.467422386831547
13		2		17.82357622977623	11.01744214455448
13		3		1.413576958698617	10.358846036829387
13		4		0.4850946334079863	12.356577211755802
13		5		10.52566350775702	13.355396343482706
13		6		8.61100633171241	6.20798725023196
13		7		8.681134835560435	18.11802750822342
13		8		12.669839922129825	14.720906218309372
13		9		5.754200914037131	12.23688176056749
13		10		9.968516382738635	3.7213537793593785
13		11		8.53597637775485	13.154352943390375
13		12		11.498531731518213	13.390596455011389
13		13		8.61100633171241	6.20798725023196
13		14		11.036576727833065	11.26252494943613
13		15		5.754200914037131	12.23688176056749
13		16		0.21212058645449927	15.413988660429165
13		17		10.853702751009022	11.59566756460237
13		18		8.681134835560435	18.11802750822342
13		19		15.290533585655597	2.5027394132110268
14		0		15.627543777055541	15.856958648757702
14		1		1.692324118477126	2.238516099962278
14		2		0.2449185395031952	15.157286933398654
14		3		9.5389345874401	13.888210175642005
14		4		17.492400700224962	4.45246075013514
14		5		10.358979649870161	13.548209532083513
14		6		9.145769985128114	9.004544686602824
14		7		9.145769985128114	9.004544686602824
14		8		1.692324118477126	2.238516099962278
14		9		13.111725335864454	7.794611632785548
14		10		6.549197919990427	6.856886068325801
14		11		0.4850946334079863	12.356577211755802
14		12		17.492400700224962	4.45246075013514
14		13		3.0176324340352068	17.62729345161946
14		14		8.61100633171241	6.20798725023196
14		15		18.751374842840956	1.1917531356268323
14		16		10.705134101265678	11.545087929124469
14		17		6.549197919990427	6.856886068325801
14		18		15.627543777055541	15.856958648757702
14		19		5.9568976757726455	7.624487898845428
15		0		4.445558429574703	10.621991854192702
15		1		2.431593495296185	11.427661794032307
15		2		3.006445525294242	15.231922770574238
15		3		12.85584960847547	10.348220573736999
15		4		5.9568976757726455	7.624487898845428
15		5		13.805197293641553	12.182055895227398
15		6		18.899916622906908	13.724914835760925
15		7		8.53597637775485	13.154352943390375
15		8		10.919580463921779	4.786391241002033
15		9		14.910691009460264	10.698406141995642
15		10		6.123508174831418	3.167740603200507
15		11		17.492400700224962	4.45246075013514
15		12		18.342018468869288	10.97374756995704
15		13		12.85584960847547	10.348220573736999
15		14		1.692324118477126	2.238516099962278
15		15		8.895818317269415	4.404850681502429
15		16		1.8164508915726936	5.2004318225751005
15		17		16.565919841132093	15.823050455207802
15		18		6.549197919990427	6.856886068325801
15		19		17.492400700224962	4.45246075013514
16		0		1.413576958698617	10.358846036829387
16		1		14.910691009460264	10.698406141995642
16		2		16.565919841132093	15.823050455207802
16		3		12.473789188650642	15.198669357344205
16		4		0.2449185395031952	15.157286933398654
16		5		8.53597637775485	13.154352943390375
16		6		13.805197293641553	12.182055895227398
16		7		10.52566350775702	13.355396343482706
16		8		13.1759146955643	10.693048035964607
16		9		14.353031578912631	14.63135872985931
16		10		18.94248133332551	0.005318776837307859
16		11		10.358979649870161	13.548209532083513
16		12		5.595975607874712	10.967896594051288
16		13		13.805197293641553	12.182055895227398
16		14		10.829682604436096	15.55550916097424
16		15		8.53597637775485	13.154352943390375
16		16		6.371905293728938	11.317429110695766
16		17		10.705134101265678	11.545087929124469
16		18		0.21212058645449927	15.413988660429165
16		19		3.5195930889473193	1.5361231159183655
17		0		2.431593495296185	11.427661794032307
17		1		12.461855983437415	5.7470505567787376
17		2		11.498531731518213	13.390596455011389
17		3		3.0176324340352068	17.62729345161946
17		4		11.498531731518213	13.390596455011389
17		5		9.968516382738635	3.7213537793593785
17		6		18.478428535958205	18.878623391440875
17		7		16.893797401225655	18.407233249796597
17		8		11.87800523149441	6.4240360440053585
17		9		2.8206557930415226	14.250413763297274
17		10		0.4850946334079863	12.356577211755802
17		11		15.016848983817383	12.57138562778562
17		12		8.681134835560435	18.11802750822342
17		13		18.342018468869288	10.97374756995704
17		14		18.899916622906908	13.724914835760925
17		15		1.8164508915726936	5.2004318225751005
17		16		12.473789188650642	15.198669357344205
17		17		16.893797401225655	18.407233249796597
17		18		6.438829092002872	16.467422386831547
17		19		5.9568976757726455	7.624487898845428
18		0		14.910691009460264	10.698406141995642
18		1		18.478428535958205	18.878623391440875
18		2		8.895818317269415	4.404850681502429
18		3		16.493749427766843	12.4102971603597
18		4		18.899916622906908	13.724914835760925
18		5		3.5195930889473193	1.5361231159183655
18		6		16.893797401225655	18.407233249796597
18		7		12.669839922129825	14.720906218309372
18		8		15.627543777055541	15.856958648757702
18		9		16.493749427766843	12.4102971603597
18		10		11.87800523149441	6.4240360440053585
18		11		17.492400700224962	4.45246075013514
18		12		15.016848983817383	12.57138562778562
18		13		9.986983529394836	3.279362658708929
18		14		1.1851493653122436	10.18781337975862
18		15		16.493749427766843	12.4102971603597
18		16		6.123508174831418	3.167740603200507
18		17		18.35568317109564	18.870302404322743
18		18		0.2449185395031952	15.157286933398654
18		19		16.565919841132093	15.823050455207802
19		0		15.28874068285701	3.4189951519307042
19		1		17.688539374257136	1.6416282745045678
19		2		2.235571963288166	8.681779407210364
19		3		9.986983529394836	3.279362658708929
19		4		8.681134835560435	18.11802750822342
19		5		17.688539374257136	1.6416282745045678
19		6		18.751374842840956	1.1917531356268323
19		7		9.986983529394836	3.279362658708929
19		8		18.478428535958205	18.878623391440875
19		9		17.82357622977623	11.01744214455448
19		10		4.445558429574703	10.621991854192702
19		11		9.5389345874401	13.888210175642005
19		12		12.461855983437415	5.7470505567787376
19		13		18.480024014622803	10.124637874281627
19		14		2.431593495296185	11.427661794032307
19		15		2.235571963288166	8.681779407210364
19		16		15.290533585655597	2.5027394132110268
19		17		5.595975607874712	10.967896594051288
19		18		18.751374842840956	1.1917531356268323
19		19		12.669839922129825	14.720906218309372
-----------------------------generation: 1---------------------------------
the number of towers: 70
------------------------------------------------------------------------------
x of tower		y of tower		BW of tower
8.13540742611569	10.547020763088538	7161
9.736770745239367	6.276307269451654	6423
3.653129631295455	15.883190035500919	9456
8.348341738217412	15.60996186658061	4113
18.58962361376128	13.960956120403896	2627
13.06010860651783	15.5833462912177	9093
12.230386135633504	6.1311225861681855	6987
9.991231961107069	7.6074240450930075	7952
2.213372168433004	9.969071579094026	8617
1.1566354630343867	0.19473715451991236	7529
4.190923520449198	11.33487842351212	4846
5.162326986636017	4.822107695367757	7281
11.106921507587035	2.5428521976229925	8662
11.643108787846288	15.045883988947054	67
5.7132738902820135	7.920565859875683	8404
10.199494618109474	10.702325910316015	5948
0.6410825842611	17.509115856152984	9423
17.39710419028224	1.579246503605225	2354
5.831597559353172	0.6670034414229052	4538
7.689976340925602	9.923256600623624	5276
11.075845419106647	6.217808572810084	5327
6.099091773477181	6.8336070373261055	4957
15.554370242162936	7.802844094527626	2093
15.823371682248903	12.4831291409017	8024
7.382053465504732	9.795756199218195	8847
18.86902695581702	14.925822547724538	2428
3.074592208476719	18.214753651854704	2147
14.48164063617529	13.797995534484663	2077
1.127242715830096	18.38807823938633	592
6.810192507618665	18.310844782761073	4384
14.557586411690604	7.3562872790999	9937
16.532339319590434	17.462459628324318	6472
4.924059888213957	8.291961023752556	8813
7.335464718990987	17.543238094364767	1385
2.159237112755785	15.426433643645217	4272
13.164737759644117	3.0938352342962325	2864
15.322343175293636	8.914271978364399	8147
9.924397741181984	16.45495298085248	4757
13.054667578537684	6.3413740476304294	3621
17.97664895867551	14.963343064799014	4055
1.7476972684523049	13.52579473735439	6259
10.151680894333104	3.5740978549978437	8632
1.2135722571394627	8.227564157258756	1661
16.517705903723172	7.295983606556048	8803
11.205294615167348	18.59047805072155	9842
9.767498603087265	3.7966168390378625	5642
9.280625357264725	4.146041151680224	4785
14.498544501299762	12.725836166472819	2163
1.1630606405795663	0.6023582093192673	4923
1.2053697618256372	3.5700580143832803	5472
1.228873729143693	2.6033078891170005	6786
18.239589414964307	1.5697738260903695	3165
13.94047582052698	16.073547848880864	6225
13.697791487175731	4.929410207317006	3174
16.08675776407702	3.1235052158598076	7168
16.696625622063273	13.712259671270079	4108
15.722049436570886	7.582787811211935	8559
16.06769232332558	14.765642674974355	161
12.292986850874557	1.9790435729066882	5406
6.472911193635168	10.827317372788865	2143
18.295194729981542	0.08203455805563298	366
2.5940506483823267	13.733492976873574	2284
5.89546345902264	5.3156642916521735	2911
7.209018226461539	10.246473607299958	235
0.672155524480586	13.309161648691887	3001
0.9039269711234992	15.988362684752657	9950
17.46152291523363	15.832077790740668	3837
2.9913536609312272	11.612266645560636	7669
11.908308333909602	1.6273063529345144	4682
14.622809579619299	0.11805386955575103	5769
------------------------------------------------------------------------------
x of block	y of block	x of assigned tower		y of assigned tower
0		0		18.295194729981542	0.08203455805563298
0		1		15.554370242162936	7.802844094527626
0		2		8.13540742611569	10.547020763088538
0		3		11.106921507587035	2.5428521976229925
0		4		0.672155524480586	13.309161648691887
0		5		14.498544501299762	12.725836166472819
0		6		16.532339319590434	17.462459628324318
0		7		14.48164063617529	13.797995534484663
0		8		18.239589414964307	1.5697738260903695
0		9		12.230386135633504	6.1311225861681855
0		10		5.89546345902264	5.3156642916521735
0		11		11.643108787846288	15.045883988947054
0		12		13.054667578537684	6.3413740476304294
0		13		2.159237112755785	15.426433643645217
0		14		17.97664895867551	14.963343064799014
0		15		11.908308333909602	1.6273063529345144
0		16		7.209018226461539	10.246473607299958
0		17		7.382053465504732	9.795756199218195
0		18		7.335464718990987	17.543238094364767
0		19		11.643108787846288	15.045883988947054
1		0		9.767498603087265	3.7966168390378625
1		1		16.06769232332558	14.765642674974355
1		2		16.517705903723172	7.295983606556048
1		3		12.292986850874557	1.9790435729066882
1		4		15.823371682248903	12.4831291409017
1		5		8.348341738217412	15.60996186658061
1		6		1.228873729143693	2.6033078891170005
1		7		11.106921507587035	2.5428521976229925
1		8		17.46152291523363	15.832077790740668
1		9		12.230386135633504	6.1311225861681855
1		10		14.48164063617529	13.797995534484663
1		11		9.280625357264725	4.146041151680224
1		12		8.348341738217412	15.60996186658061
1		13		17.39710419028224	1.579246503605225
1		14		13.94047582052698	16.073547848880864
1		15		17.39710419028224	1.579246503605225
1		16		1.7476972684523049	13.52579473735439
1		17		13.697791487175731	4.929410207317006
1		18		18.239589414964307	1.5697738260903695
1		19		14.48164063617529	13.797995534484663
2		0		13.164737759644117	3.0938352342962325
2		1		17.97664895867551	14.963343064799014
2		2		1.7476972684523049	13.52579473735439
2		3		13.06010860651783	15.5833462912177
2		4		6.810192507618665	18.310844782761073
2		5		5.831597559353172	0.6670034414229052
2		6		5.162326986636017	4.822107695367757
2		7		9.736770745239367	6.276307269451654
2		8		10.199494618109474	10.702325910316015
2		9		14.557586411690604	7.3562872790999
2		10		10.199494618109474	10.702325910316015
2		11		2.9913536609312272	11.612266645560636
2		12		5.89546345902264	5.3156642916521735
2		13		15.722049436570886	7.582787811211935
2		14		2.213372168433004	9.969071579094026
2		15		9.736770745239367	6.276307269451654
2		16		12.230386135633504	6.1311225861681855
2		17		7.382053465504732	9.795756199218195
2		18		7.209018226461539	10.246473607299958
2		19		10.151680894333104	3.5740978549978437
3		0		1.2135722571394627	8.227564157258756
3		1		17.97664895867551	14.963343064799014
3		2		14.557586411690604	7.3562872790999
3		3		8.348341738217412	15.60996186658061
3		4		1.127242715830096	18.38807823938633
3		5		15.823371682248903	12.4831291409017
3		6		2.9913536609312272	11.612266645560636
3		7		15.722049436570886	7.582787811211935
3		8		12.230386135633504	6.1311225861681855
3		9		2.213372168433004	9.969071579094026
3		10		2.9913536609312272	11.612266645560636
3		11		3.074592208476719	18.214753651854704
3		12		1.7476972684523049	13.52579473735439
3		13		8.13540742611569	10.547020763088538
3		14		12.292986850874557	1.9790435729066882
